rMAGs,Completeness (%),Contamination (%),EGS (Mbp),group,phylum,class,order,family,genus
SL345999_bin.1,95.87939838,2.171717172,4.082182067,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Gemmobacter
SL346004_bin.4,95.57768924,1.919163174,3.22538867,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__CAILRJ01
SL346004_bin.5,82.33538487,3.42312009,3.24498874,Surface,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae,g__Amnibacterium
SL346005_bin.2,80.54357592,3.369272237,3.855975009,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Geodermatophilaceae,g__Geodermatophilus
SL346060_bin.1,91.35965297,2.41345685,3.434735711,Surface,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas
SL346068_bin.2,76.00543066,2.629662005,1.314090903,Surface,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae,g__QFNR01
SL357339_bin.1,98.63793103,0.689655172,2.619148548,Surface,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Thermomonas
SL366932_bin.3,86.16000903,2.697472354,4.147765379,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Geodermatophilaceae,g__Blastococcus
SL366953_bin.1,97.93826863,1.591511936,5.630307255,Surface,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylobacterium
SL366953_bin.2,90.96016911,1.916444148,4.739482505,Surface,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Frankiaceae,g__
SRR10127265_bin.5,87.69005848,2.6106934,2.475044919,Soil,Actinobacteriota,c__Rubrobacteria,o__Rubrobacterales,f__Rubrobacteraceae,g__SCSIO-52915
SRR10159349_bin.11,87.66737892,5.128205128,10.64566354,Soil,Acidobacteriota,c__Blastocatellia,o__RBC074,f__RBC074,g__RBC074
SRR10159349_bin.12,91.30658436,2.932098765,3.176649083,Soil,Chloroflexota,c__Limnocylindria,o__Limnocylindrales,f__CSP1-4,g__
SRR10159349_bin.5,87.47037276,4.129204129,5.801386907,Soil,Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__AG2
SRR10159349_bin.6,92.34767025,0.860215054,4.997073352,Soil,Myxococcota,c__Myxococcia,o__Myxococcales,f__Anaeromyxobacteraceae,g__Anaeromyxobacter
SRR10159349_bin.7,95.48796791,1.136363636,4.045266933,Soil,Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__UBA1924,g__JAFEBO01
SRR10159350_bin.1,93.2406223,3.001734107,3.81830352,Soil,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__JACRPB01
SRR10159350_bin.14,88.74259974,2.810810811,3.837520441,Soil,Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermatophilaceae,g__Oryzihumus
SRR10159350_bin.16,75.63540227,2.349336057,3.503621359,Soil,Spirochaetota,c__UBA4802,o__UBA4802,f__,g__
SRR10159350_bin.17,95.82974293,2.52449321,3.377560493,Soil,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Thiobacillaceae,g__Parasulfuritortus
SRR10159350_bin.20,87.06896552,1.795977011,2.604525071,Soil,Nitrospirota,c__UBA9217,o__UBA9217,f__UBA9217,g__
SRR10159350_bin.21,97.83846602,1.687014608,2.655987692,Soil,Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus
SRR10159350_bin.27,90.81384016,4.049707602,3.141552304,Soil,Acidobacteriota,c__Holophagae,o__Holophagales,f__Holophagaceae,g__
SRR10159350_bin.28,85.40998217,4.609116374,5.344333777,Soil,Actinobacteriota,c__Actinomycetia,o__Streptosporangiales,f__Streptosporangiaceae,g__Chersky-822
SRR10159350_bin.29,78.43391367,5.270136157,3.589598136,Soil,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__JACRPB01
SRR10159350_bin.3,95.7977208,1.282051282,3.360251346,Soil,Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Palsa-465
SRR10260006_bin.1,75.90110435,2.926972909,4.129785099,Soil,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium
SRR10260007_bin.10,80.10446344,1.282051282,3.164431547,Soil,Acidobacteriota,c__Thermoanaerobaculia,o__UBA5066,f__Gp7-AA6,g__Gp7-AA6
SRR10260007_bin.12,75.1839981,3.418803419,4.576311312,Soil,Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__CAINCZ01,g__
SRR10260007_bin.8,94.68186135,4.586894587,2.883295362,Soil,Actinobacteriota,c__UBA4738,o__UBA4738,f__HRBIN12,g__AC-69
SRR10260008_bin.2,84.76377018,5.128205128,4.598526563,Soil,Acidobacteriota,c__Thermoanaerobaculia,o__Gp7-AA8,f__Gp7-AA8,g__QHVT01
SRR10260008_bin.3,87.26851852,2.659069326,4.085748251,Soil,Acidobacteriota,c__Thermoanaerobaculia,o__UBA5066,f__Gp7-AA6,g__Gp7-AA6
SRR10260008_bin.4,78.27466651,3.946053946,3.793850764,Soil,Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__UBA4720
SRR10260008_bin.6,85.05952381,4.791666667,4.931871393,Soil,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Mycobacterium
SRR10489831_bin.10,79.5576564,2.782446312,2.344019077,Soil,Desulfobacterota,c__MBNT15,o__MBNT15,f__MBNT15,g__CG2-30-66-27
SRR10489831_bin.13,86.75132373,3.211872587,5.283559675,Soil,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Bradyrhizobium
SRR10489831_bin.4,92.99145299,6.054131054,3.684555803,Soil,Acidobacteriota,c__Thermoanaerobaculia,o__UBA5066,f__UBA5066,g__Fen-183
SRR10489831_bin.7,91.02564103,1.282051282,3.598069356,Soil,Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__RAAP-2,g__Bog-756
SRR10489831_bin.9,76.72727273,1.191919192,4.678250644,Soil,Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__EnvOPS12,g__UBA877
SRR10861768_bin.2,95.61611374,2.211690363,4.449370054,Soil,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Casimicrobiaceae,g__PALSA-1003
SRR10861768_bin.3,94.54545455,3.636363636,2.872547756,Soil,Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__EnvOPS12,g__Fen-1038
SRR10861768_bin.6,89.63585434,3.361344538,2.874063456,Soil,Desulfobacterota,c__MBNT15,o__MBNT15,f__MBNT15,g__CG2-30-66-27
SRR11613032_bin.10,76.03356769,4.260752688,5.022612318,Soil,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__AWTP1-13
SRR11613032_bin.11,87.48655914,4.681899642,4.424505695,Soil,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__AWTP1-13
SRR11613032_bin.16,78.24451411,0.862068966,3.569021051,Soil,Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__Gaiella
SRR11613032_bin.17,78.08048433,2.564102564,4.330670146,Soil,Acidobacteriota,c__Thermoanaerobaculia,o__UBA5066,f__Gp7-AA6,g__Gp7-AA6
SRR11613032_bin.18,77.54310345,2.442528736,2.178835394,Soil,Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__70-9,g__
SRR11613032_bin.2,80.7741389,3.753623188,4.908267072,Soil,Proteobacteria,c__Alphaproteobacteria,o__ATCC43930,f__Stellaceae,g__AP-15
SRR11613032_bin.21,90.55346758,2.5,4.610305194,Soil,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__SG8-39,g__SCGC-AG-212-J23
SRR11613032_bin.24,92.42424242,0.534759358,7.483012285,Soil,Actinobacteriota,c__Actinomycetia,o__Streptosporangiales,f__Streptosporangiaceae,g__Actinoallomurus
SRR11613032_bin.25,76.42664266,2.475247525,6.063709845,Soil,Chloroflexota,c__Ktedonobacteria,o__Ktedonobacterales,f__JACDGC01,g__
SRR11613032_bin.27,92.10599078,5.64516129,6.663001063,Soil,Desulfobacterota,c__Binatia,o__UBA9968,f__UBA9968,g__
SRR11613032_bin.29,79.37293729,5.555555556,8.776425934,Soil,Chloroflexota,c__UBA6077,o__UBA6077,f__CF-72,g__CF-72
SRR11613032_bin.3,80.6607949,4.377637131,6.737583538,Soil,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__VAZQ01
SRR11613032_bin.36,92.46424642,3.300330033,5.130966102,Soil,Chloroflexota,c__Ktedonobacteria,o__Ktedonobacterales,f__,g__
SRR11613032_bin.45,92.51425143,5.445544554,5.645555377,Soil,Chloroflexota,c__Ktedonobacteria,o__Ktedonobacterales,f__,g__
SRR11613032_bin.46,91.43678161,7.212643678,3.914959593,Soil,Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__PALSA-612
SRR11613032_bin.50,92.02551834,3.934077618,5.404363829,Soil,Chloroflexota,c__Ktedonobacteria,o__Ktedonobacterales,f__,g__
SRR11613032_bin.51,90.77669903,0.970873786,2.734295188,Soil,Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__TH5896
SRR11613032_bin.53,88.97689769,2.310231023,5.840720376,Soil,Chloroflexota,c__Ktedonobacteria,o__Ktedonobacterales,f__,g__
SRR11613032_bin.54,86.64310413,1.824212272,5.40120994,Soil,Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Palsa-883
SRR11613032_bin.56,95.40217391,2.173913043,7.319719907,Soil,Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__Bog-105
SRR11613032_bin.61,76.90408357,0.997150997,2.874592724,Soil,Actinobacteriota,c__UBA4738,o__UBA4738,f__UBA4738,g__
SRR11613032_bin.62,85.59656804,5.785024155,4.996594627,Soil,Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__PALSA-1196
SRR11613032_bin.63,90.49586777,2.272727273,10.89464031,Soil,Planctomycetota,c__Planctomycetia,o__Gemmatales,f__Gemmataceae,g__
SRR11613032_bin.67,92.29922992,6.138613861,8.809842436,Soil,Chloroflexota,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__CF-113
SRR11613032_bin.69,83.01886792,1.886792453,7.810951779,Soil,Chloroflexota,c__Chloroflexia,o__Thermomicrobiales,f__UBA6265,g__
SRR11613032_bin.71,75.60344828,1.795977011,4.812601269,Soil,Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Thermoleophilaceae,g__
SRR11613032_bin.74,91.37022398,5.093544137,5.3677111,Soil,Proteobacteria,c__Alphaproteobacteria,o__Reyranellales,f__Reyranellaceae,g__Reyranella
SRR11613032_bin.8,96.09284333,2.364066194,7.131331957,Soil,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Pseudonocardiaceae,g__Actinophytocola
SRR11719862_bin.1,95.05494505,4.878454878,3.726204836,Soil,Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__FEN-1250
SRR11719862_bin.10,86.96969697,2.02020202,5.859882439,Soil,Chloroflexota,c__Chloroflexia,o__Chloroflexales,f__Herpetosiphonaceae,g__JACDGP01
SRR11719862_bin.14,99.50738916,1.642036125,3.114337926,Soil,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Flavipsychrobacter
SRR11719862_bin.6,99.52380952,1.746031746,4.406592651,Soil,Bacteroidota,c__Bacteroidia,o__AKYH767,f__B-17BO,g__UBA2475
SRR11719862_bin.8,80.45977011,0,0.917067,Soil,Patescibacteria,c__Paceibacteria,o__UBA9983_A,f__UBA2103,g__C7867-001
SRR11719862_bin.9,95.5787309,6.418918919,3.724739473,Soil,Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__UBA10450,g__Palsa-1392
SRR11719868_bin.1,83.44988345,1.709401709,2.972682251,Soil,Actinobacteriota,c__Acidimicrobiia,o__UBA5794,f__ZC4RG35,g__JACCTH01
SRR11719869_bin.3,96.31410256,2.564102564,4.354029279,Soil,Acidobacteriota,c__Blastocatellia,o__Pyrinomonadales,f__Pyrinomonadaceae,g__PSRF01
SRR11719869_bin.4,93.3908046,0.948275862,3.421846569,Soil,Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__Gaiellaceae,g__3-1-20CM-4-69-9
SRR11719869_bin.5,98.47972973,2.702702703,3.377223263,Soil,Chlamydiota,c__Chlamydiia,o__Chlamydiales,f__Parachlamydiaceae,g__JACDES01
SRR11719870_bin.3,88.62007168,0,5.635381359,Soil,Planctomycetota,c__UBA11346,o__UBA11346,f__UBA11346,g__BOG-1363
SRR11719870_bin.4,98.69565217,0.289855072,2.728096483,Soil,Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Allosphingosinicella
SRR11719870_bin.6,96.93925234,2.402647975,4.622190735,Soil,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Ramlibacter
SRR11719871_bin.3,89.79365079,3.931216931,4.496187965,Soil,Bacteroidota,c__Bacteroidia,o__AKYH767,f__B-17BO,g__UBA2475
SRR11719871_bin.4,99.42528736,0.574712644,3.371221349,Soil,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__UBA10324,g__MGR-bin340
SRR11719871_bin.5,94.99030381,1.16354234,2.778877718,Soil,Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__UBA4720
SRR11719871_bin.6,97.96511628,1.905684755,2.63623528,Soil,Proteobacteria,c__Gammaproteobacteria,o__UBA6002,f__UBA6002,g__UBA6002
SRR11719871_bin.7,91.35802469,1.851851852,3.988787086,Soil,Chloroflexota,c__Limnocylindria,o__Limnocylindrales,f__CSP1-4,g__CF-46
SRR11719871_bin.8,91.17571059,1.453488372,1.826771727,Soil,Proteobacteria,c__Gammaproteobacteria,o__DSM-16500,f__DSM-16500,g__JACDDU01
SRR11719871_bin.9,82.96997121,3.846153846,3.528146873,Soil,Gemmatimonadota,c__Gemmatimonadetes,o__Gemmatimonadales,f__Gemmatimonadaceae,g__UBA4720
SRR11719874_bin.2,87.92592593,3.333333333,3.494191238,Soil,Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Chroococcidiopsidaceae,g__Aliterella
SRR11719874_bin.7,89.2505357,4.656862745,2.769030419,Soil,Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__UBA10450,g__JACCTI01
SRR11719875_bin.1,86.73835125,1.528417819,5.79417539,Soil,Myxococcota,c__Bradymonadia,o__Bradymonadales,f__Bradymonadaceae,g__JACCWM01
SRR11719875_bin.16,98.87387387,4.504504505,5.086398364,Soil,Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__JACDHS01,g__JACDHS01
SRR11719875_bin.19,90.60734463,1.694915254,3.53661569,Soil,Deinococcota,c__Deinococci,o__Deinococcales,f__Trueperaceae,g__SKWV01
SRR11719875_bin.2,96.55172414,6.426332288,5.241481718,Soil,Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__2-12-FULL-66-21,g__JACCRT01
SRR11719875_bin.5,89.34624018,1.851851852,2.412145822,Soil,Chloroflexota,c__Limnocylindria,o__QHBO01,f__QHBO01,g__JACDBZ01
SRR11719875_bin.6,95.32163743,4.225146199,3.437948055,Soil,Actinobacteriota,c__Rubrobacteria,o__Rubrobacterales,f__Rubrobacteraceae,g__JACCWD01
SRR11719875_bin.7,92.98245614,1.315789474,3.550043747,Soil,Actinobacteriota,c__Rubrobacteria,o__Rubrobacterales,f__Rubrobacteraceae,g__JACCWD01
SRR11719875_bin.8,92.54385965,1.315789474,3.189385473,Soil,Actinobacteriota,c__Rubrobacteria,o__Rubrobacterales,f__Rubrobacteraceae,g__Rubrobacter_A
SRR11719875_bin.9,82.03463203,1.198801199,4.307496248,Soil,Gemmatimonadota,c__Gemmatimonadetes,o__Longimicrobiales,f__Longimicrobiaceae,g__JACDHR01
SRR11719877_bin.10,86.45076008,0,1.604713479,Soil,Dependentiae,c__Babeliae,o__Babeliales,f__Babeliaceae,g__JACDHA01
SRR11719877_bin.2,92.52782194,0,2.676617636,Soil,Chlamydiota,c__Chlamydiia,o__Chlamydiales,f__Parachlamydiaceae,g__JACDHD01
SRR11719877_bin.3,91.41150112,0.970873786,2.205291703,Soil,Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Nitrosocosmicus
SRR11719877_bin.7,99.0062569,0.23923445,3.046459224,Soil,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__Nitrosospira
SRR11723791_bin.3,94.27350427,2.231718898,4.432336773,Soil,Actinobacteriota,c__Acidimicrobiia,o__Acidimicrobiales,f__Ilumatobacteraceae,g__JAENVT01
SRR11723791_bin.6,84.01461756,3.944745355,3.084729904,Soil,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__SG8-39,g__
SRR11723791_bin.9,75.50350668,2.358078603,5.928436201,Soil,Proteobacteria,c__Alphaproteobacteria,o__Dongiales,f__Dongiaceae,g__
SRR11802899_bin.1,83.74441818,1.654846336,5.45062475,Soil,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Pseudonocardiaceae,g__
SRR12030771_bin.1,85.33403235,4.213230496,4.417125414,Soil,Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas
SRR12087327_bin.4,78.4448563,2.274143302,6.301619494,Soil,Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Achromobacter
SRR12087327_bin.5,100,0.434782609,3.597855152,Soil,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A,f__Rhizobiaceae_A,g__Pseudochrobactrum
SRR12087330_bin.4,99.35064935,0.170208579,5.648768057,Soil,Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E
SRR12087332_bin.1,90.64420608,2.685421391,4.229071015,Soil,Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Lelliottia
SRR12087333_bin.5,100,0.245098039,5.201768567,Soil,Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium
SRR12102597_bin.1,81.88034188,3.062678063,3.689218018,Soil,Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__CADCVQ01
SRR12102597_bin.2,84.32098765,1.025641026,2.349727971,Soil,Actinobacteriota,c__UBA4738,o__CADDZG01,f__WHSQ01,g__
SRR12170510_bin.1,95.34246575,2.054794521,3.763534823,Soil,Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__CAIUWA01
SRR12170510_bin.16,99.32432432,0,3.228792163,Soil,Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__JABDGR01,g__JABDGR01
SRR12170510_bin.17,88.37985769,3.201970443,4.182551544,Soil,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Ginsengibacter
SRR12170510_bin.18,94.93979201,3.574165298,4.419842482,Soil,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Parafilimonas
SRR12170510_bin.2,85.58839628,2.40831965,4.163986372,Soil,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Puia
SRR12170510_bin.20,96.0591133,1.724137931,3.675583885,Soil,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__JAFDYH01
SRR12170510_bin.21,85.1218638,3.870967742,9.045953507,Soil,Myxococcota,c__Polyangia,o__Polyangiales,f__Polyangiaceae,g__
SRR12170510_bin.25,95.65217391,1.739130435,5.505974423,Soil,Acidobacteriota,c__Acidobacteriae,o__Bryobacterales,f__Bryobacteraceae,g__
SRR12170510_bin.28,94.89060489,3.621621622,3.425960023,Soil,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__JAFAQI01,g__JAFAQI01
SRR12170510_bin.29,97.96511628,0.290697674,2.677946784,Soil,Proteobacteria,c__Gammaproteobacteria,o__UBA6002,f__UBA6002,g__
SRR12170510_bin.35,85.07389163,2.23316913,3.636666841,Soil,Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__UTBCD1
SRR12170510_bin.36,92.29710145,0.727931489,3.048631464,Soil,Proteobacteria,c__Alphaproteobacteria,o__Micropepsales,f__Micropepsaceae,g__Rhizomicrobium
SRR12170510_bin.37,97.62931034,4.310344828,4.691147558,Soil,Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__
SRR12170510_bin.38,96.61835749,1.811594203,3.941346579,Soil,Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Steroidobacteraceae,g__CAILZL01
SRR12170510_bin.4,100,1.225740552,3.15265167,Soil,FCPU426,c__Palsa-1180,o__Palsa-1180,f__Palsa-1180,g__
SRR12170510_bin.43,89.57854406,0.862068966,4.344305947,Soil,Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus
SRR12170510_bin.44,99.51456311,0.970873786,2.312078287,Soil,Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosotalea
SRR12170510_bin.45,99.39516129,1.008064516,3.419008139,Soil,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Hyphomicrobium
SRR12170510_bin.47,98.84057971,1.093544137,4.459384066,Soil,Proteobacteria,c__Alphaproteobacteria,o__Micropepsales,f__Micropepsaceae,g__Rhizomicrobium
SRR12170510_bin.49,85.4754441,0,0.769439699,Soil,Patescibacteria,c__Paceibacteria,o__UBA9983_A,f__UBA9973,g__UBA4124
SRR12170510_bin.51,94.75912766,2.021291078,7.399643211,Soil,Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae,g__Nocardia
SRR12170510_bin.54,87.02390545,2.054794521,3.86150788,Soil,Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__Palsa-1447
SRR12170510_bin.57,94.68989464,3.017241379,3.822402698,Soil,Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Terracidiphilus
SRR12170510_bin.59,82.10470085,5.128205128,5.533096248,Soil,Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__CAINCZ01,g__
SRR12170510_bin.6,86.65220855,3.42624148,5.035046288,Soil,Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Pseudolabrys
SRR12170510_bin.60,86.00358423,6.738351254,6.217856348,Soil,Myxococcota,c__Polyangia,o__Palsa-1104_A,f__Fen-1088,g__JADGRB01
SRR12170510_bin.63,79.14593698,2.27467258,3.858638394,Soil,Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__
SRR12170510_bin.8,91.61324786,1.282051282,4.202094435,Soil,Acidobacteriota,c__Acidobacteriae,o__Acidobacteriales,f__Acidobacteriaceae,g__Acidobacterium_A
SRR12170511_bin.1,91.08695652,3.463768116,3.252434246,Soil,Proteobacteria,c__Alphaproteobacteria,o__Micropepsales,f__Micropepsaceae,g__Rhizomicrobium
SRR12170511_bin.14,76.58986175,4.322580645,6.906430621,Soil,Myxococcota,c__Polyangia,o__Palsa-1104_A,f__Fen-1088,g__JADGRB01
SRR12170511_bin.17,79.02621723,0,0.8634451,Soil,Patescibacteria,c__Paceibacteria,o__UBA9983_A,f__SBAW01,g__GWA1-54-10
