genome,completeness,contamination,length,N50
SRR14932636_bin.7.fa,75.74,1.58,1037540,25275
SRR14932637_bin.1.fa,89.24,2.75,3499888,6317
SRR14932637_bin.11.fa,74.31,1.72,3431462,10515
SRR14932637_bin.12.fa,97.47,5.11,3516087,13504
SRR14932637_bin.14.fa,56.38,0.0,1516347,4006
SRR14932637_bin.15.fa,81.99,3.99,2872174,5487
SRR14932637_bin.16.fa,62.07,0.0,1058956,7657
SRR14932637_bin.17.fa,96.64,2.04,6259584,28709
SRR14932637_bin.18.fa,83.14,4.42,3400574,6364
SRR14932637_bin.2.fa,77.65,3.51,2327909,3572
SRR14932637_bin.20.fa,69.26,2.6,2550610,5935
SRR14932637_bin.21.fa,53.54,0.0,656405,5167
SRR14932637_bin.22.fa,96.77,0.35,3927425,55961
SRR14932637_bin.23.fa,75.37,3.33,2877867,13089
SRR14932637_bin.24.fa,98.58,0.59,4026142,101517
SRR14932637_bin.25.fa,70.62,3.54,5944198,3437
SRR14932637_bin.26.fa,89.01,2.37,3168919,12713
SRR14932637_bin.27.fa,69.31,3.3,3095854,13829
SRR14932637_bin.29.fa,100.0,0.24,3241850,58227
SRR14932637_bin.3.fa,91.0,2.97,3076041,10540
SRR14932637_bin.31.fa,68.97,0.0,1879285,6021
SRR14932637_bin.32.fa,85.21,3.28,3178748,6390
SRR14932637_bin.33.fa,94.86,8.13,3404359,9677
SRR14932637_bin.34.fa,81.63,0.43,3738961,7493
SRR14932637_bin.35.fa,59.08,0.36,1446973,2237
SRR14932637_bin.36.fa,91.6,0.9,4307726,15931
SRR14932637_bin.38.fa,86.7,5.03,1984408,9291
SRR14932637_bin.39.fa,71.65,2.56,2727711,4586
SRR14932637_bin.40.fa,70.93,1.25,1781203,3800
SRR14932637_bin.41.fa,53.79,0.0,3223418,4594
SRR14932637_bin.43.fa,78.8,5.31,2630175,6170
SRR14932637_bin.45.fa,81.74,2.09,2322516,7354
SRR14932637_bin.46.fa,87.95,1.06,1870415,6760
SRR14932637_bin.47.fa,84.27,2.12,2408292,4420
SRR14932637_bin.48.fa,84.71,4.08,2413865,5775
SRR14932637_bin.49.fa,61.9,1.7,2801467,2749
SRR14932637_bin.5.fa,83.52,0.24,3393812,9346
SRR14932637_bin.50.fa,76.49,1.72,2871840,16000
SRR14932637_bin.53.fa,69.39,2.12,3233232,4840
SRR14932637_bin.54.fa,80.53,2.24,4738528,7431
SRR14932637_bin.55.fa,86.2,5.54,5857747,6078
SRR14932637_bin.58.fa,96.68,1.42,1312150,662759
SRR14932637_bin.6.fa,69.35,0.49,3354192,5841
SRR14932637_bin.60.fa,83.8,5.56,2762131,3752
SRR14932637_bin.61.fa,88.49,2.17,4174857,19881
SRR14932637_bin.64.fa,56.44,0.26,1214466,2064
SRR14932637_bin.66.fa,63.03,2.06,2017014,2507
SRR14932637_bin.8.fa,99.57,0.85,2693660,56975
SRR14932637_bin.9.fa,96.06,2.22,5089273,10224
SRR14932638_bin.1.fa,70.59,1.24,2383544,3356
SRR14932638_bin.3.fa,74.67,1.23,812871,6359
SRR14932638_bin.6.fa,94.55,1.09,5760217,20007
SRR14932639_bin.1.fa,97.01,3.13,5437458,18986
SRR14932639_bin.10.fa,78.14,0.95,2485241,10832
SRR14932639_bin.11.fa,86.66,1.16,1924697,8395
SRR14932639_bin.13.fa,82.96,2.81,1113353,13010
SRR14932639_bin.14.fa,92.38,5.67,3041507,5601
SRR14932639_bin.15.fa,62.91,2.1,6999845,6333
SRR14932639_bin.16.fa,85.73,2.95,4534410,6165
SRR14932639_bin.17.fa,94.55,2.23,4319836,9886
SRR14932639_bin.2.fa,62.78,0.95,1977790,2640
SRR14932639_bin.20.fa,67.59,2.42,3254711,4004
SRR14932639_bin.21.fa,100.0,0.03,3199437,60766
SRR14932639_bin.22.fa,95.45,1.82,3448738,6489
SRR14932639_bin.23.fa,86.14,4.95,2733247,29948
SRR14932639_bin.24.fa,77.72,4.61,2817945,6150
SRR14932639_bin.26.fa,55.17,0.0,2009267,4430
SRR14932639_bin.28.fa,90.23,4.27,3429716,36871
SRR14932639_bin.3.fa,74.38,1.9,4942842,5416
SRR14932639_bin.31.fa,81.96,6.11,3238748,11284
SRR14932639_bin.32.fa,86.33,1.82,3289040,21256
SRR14932639_bin.34.fa,75.01,2.66,2479111,2508
SRR14932639_bin.35.fa,92.35,1.17,2484168,34282
SRR14932639_bin.39.fa,85.05,1.23,4948585,8198
SRR14932639_bin.41.fa,76.1,1.93,2805662,3987
SRR14932639_bin.44.fa,77.33,1.53,2806772,4575
SRR14932639_bin.47.fa,92.26,0.72,2861483,19815
SRR14932639_bin.48.fa,93.45,0.91,4630819,20060
SRR14932639_bin.5.fa,98.03,1.48,3822632,29144
SRR14932639_bin.50.fa,97.93,1.61,4065236,47670
SRR14932639_bin.51.fa,75.7,2.39,3055282,4970
SRR14932639_bin.52.fa,96.3,2.17,3671804,39569
SRR14932639_bin.53.fa,72.58,2.44,2617722,7321
SRR14932639_bin.56.fa,86.01,0.74,3207591,10477
SRR14932639_bin.57.fa,74.96,4.17,2380034,4588
SRR14932639_bin.58.fa,76.13,3.86,2872177,6129
SRR14932639_bin.6.fa,90.49,3.01,4151139,8480
SRR14932639_bin.64.fa,62.13,2.0,1747115,2066
SRR14932639_bin.67.fa,70.66,1.82,2491375,5024
SRR14932639_bin.69.fa,66.44,1.33,2132532,3199
SRR14932639_bin.8.fa,88.9,2.52,3092203,5951
SRR14932639_bin.9.fa,71.67,2.37,3766480,4075
SRR14932642_bin.1.fa,54.37,0.86,514423,5179
SRR14932642_bin.11.fa,86.0,4.61,2687129,16759
SRR14932642_bin.12.fa,87.8,1.79,3096660,5695
SRR14932642_bin.13.fa,58.7,0.0,962810,4752
SRR14932642_bin.15.fa,95.46,0.74,2617590,29677
SRR14932642_bin.16.fa,93.98,1.97,3961942,14146
SRR14932642_bin.17.fa,74.74,1.12,3574092,6541
SRR14932642_bin.2.fa,78.86,1.31,1698985,6632
SRR14932642_bin.21.fa,80.15,0.0,707290,87192
SRR14932642_bin.22.fa,85.38,5.38,6046052,6635
SRR14932642_bin.23.fa,95.87,0.5,4323544,57106
SRR14932642_bin.24.fa,72.41,0.0,2282809,6087
SRR14932642_bin.25.fa,95.63,2.24,2754651,26566
SRR14932642_bin.26.fa,70.87,2.43,1863349,3549
SRR14932642_bin.27.fa,74.13,0.85,3893214,10152
SRR14932642_bin.28.fa,72.63,1.94,5154203,3213
SRR14932642_bin.30.fa,89.46,1.21,7329584,22340
SRR14932642_bin.32.fa,98.89,0.0,4195031,94026
SRR14932642_bin.33.fa,69.77,2.71,3290067,2568
SRR14932642_bin.34.fa,86.5,2.38,2393981,4723
SRR14932642_bin.35.fa,88.32,3.59,7845576,10097
SRR14932642_bin.37.fa,93.97,2.37,2837531,13841
SRR14932642_bin.38.fa,96.98,0.74,3318377,53179
SRR14932642_bin.39.fa,97.81,0.38,6584836,27087
SRR14932642_bin.4.fa,84.57,3.15,2221646,9998
SRR14932642_bin.40.fa,90.52,0.65,3267956,11551
SRR14932642_bin.43.fa,79.44,2.73,4017599,5385
SRR14932642_bin.45.fa,92.92,3.78,5103999,18124
SRR14932642_bin.46.fa,63.24,0.0,1842820,4071
SRR14932642_bin.47.fa,88.71,2.74,7266835,10411
SRR14932642_bin.48.fa,95.41,0.99,4463352,26846
SRR14932642_bin.50.fa,96.48,0.91,2481705,80295
SRR14932642_bin.51.fa,65.85,2.75,2563631,3923
SRR14932642_bin.52.fa,85.14,4.05,2312010,4448
SRR14932642_bin.55.fa,92.17,4.68,3427285,7830
SRR14932642_bin.56.fa,96.25,1.43,4173340,46201
SRR14932642_bin.6.fa,79.07,2.96,2268503,19271
SRR14932642_bin.60.fa,69.43,0.59,2278276,14449
SRR14932642_bin.61.fa,92.12,2.79,3065281,9991
SRR14932642_bin.62.fa,72.26,2.6,2518745,2933
SRR14932642_bin.63.fa,81.93,1.09,2510750,14050
SRR14932642_bin.64.fa,96.69,1.97,3331451,26967
SRR14932642_bin.69.fa,60.0,1.46,2105463,3899
SRR14932642_bin.73.fa,67.63,2.05,1144804,2086
SRR14932642_bin.8.fa,58.62,1.72,2250059,6145
SRR14932642_bin.9.fa,95.07,3.45,4782318,6856
SRR14932645_bin.10.fa,56.9,0.0,2492825,4703
SRR14932645_bin.11.fa,56.24,0.49,2202277,6304
SRR14932645_bin.14.fa,70.07,3.55,3912498,3923
SRR14932645_bin.16.fa,67.3,2.58,3226816,3999
SRR14932645_bin.17.fa,77.78,2.75,2807119,3321
SRR14932645_bin.19.fa,98.51,1.49,3145432,69750
SRR14932645_bin.2.fa,68.97,0.0,3043717,8107
SRR14932645_bin.20.fa,90.12,0.91,5058441,10504
SRR14932645_bin.21.fa,90.24,3.53,3342053,8297
SRR14932645_bin.22.fa,88.32,0.69,3213327,9819
SRR14932645_bin.24.fa,61.46,0.0,1146349,11201
SRR14932645_bin.25.fa,83.59,4.62,3782253,7782
SRR14932645_bin.27.fa,88.35,2.53,1642205,10630
SRR14932645_bin.28.fa,85.06,4.45,2888117,5979
SRR14932645_bin.30.fa,87.82,1.34,3937388,8393
SRR14932645_bin.31.fa,73.57,1.37,2410176,9372
SRR14932645_bin.33.fa,94.31,2.87,3111887,22959
SRR14932645_bin.34.fa,67.59,0.0,3864127,4328
SRR14932645_bin.36.fa,51.04,0.0,3813988,2621
SRR14932645_bin.5.fa,86.64,1.4,3108713,7759
SRR14932645_bin.7.fa,93.63,3.55,2676976,10425
SRR14932645_bin.8.fa,86.75,3.2,3478830,10462
SRR14932648_bin.1.fa,93.4,1.11,3244480,14031
SRR14932648_bin.10.fa,64.66,0.0,2241790,7208
SRR14932648_bin.11.fa,90.21,2.93,2508593,7855
SRR14932648_bin.14.fa,81.99,3.07,3001526,4839
SRR14932648_bin.15.fa,80.16,3.32,3042700,4039
SRR14932648_bin.16.fa,87.11,4.91,5567757,10870
SRR14932648_bin.2.fa,84.69,5.65,2589918,4616
SRR14932648_bin.20.fa,58.28,0.17,1096155,4329
SRR14932648_bin.3.fa,87.38,2.64,3066765,12401
SRR14932648_bin.4.fa,82.05,2.03,3009829,8265
SRR14932648_bin.5.fa,72.46,2.61,1578140,2228
SRR14932648_bin.6.fa,96.04,1.49,3286733,18412
SRR14932648_bin.7.fa,64.91,1.85,783368,9314
SRR14932648_bin.8.fa,61.21,0.0,2551623,3903
SRR14932648_bin.9.fa,82.74,2.8,2912439,5846
SRR14932649_bin.11.fa,68.14,3.33,2843204,5055
SRR14932649_bin.15.fa,73.87,0.99,2852849,6429
SRR14932649_bin.16.fa,89.39,2.44,3038235,11334
SRR14932649_bin.18.fa,71.98,2.67,2731331,4040
SRR14932649_bin.3.fa,65.28,1.13,3199538,5204
SRR14932649_bin.4.fa,77.95,4.31,2388177,3889
SRR14932649_bin.5.fa,59.28,0.59,730437,8074
SRR14932649_bin.8.fa,65.05,1.52,1908547,2466
SRR14932649_bin.9.fa,51.79,0.08,715253,4226
SRR14932650_bin.1.fa,91.77,1.28,3044830,11970
SRR14932650_bin.12.fa,86.01,2.75,2710143,9821
SRR14932650_bin.13.fa,89.52,0.6,3308160,5098
SRR14932650_bin.14.fa,77.23,1.83,2771447,4324
SRR14932650_bin.15.fa,88.51,2.64,2703463,9936
SRR14932650_bin.18.fa,70.1,1.57,2624342,4183
SRR14932650_bin.19.fa,91.23,1.09,4085398,10607
SRR14932650_bin.2.fa,92.67,1.35,2455691,5918
SRR14932650_bin.20.fa,64.04,0.0,606202,9900
SRR14932650_bin.21.fa,68.32,0.72,3548380,8279
SRR14932650_bin.22.fa,71.79,2.05,2870420,4395
SRR14932650_bin.5.fa,52.4,0.21,1824880,3313
SRR14932650_bin.9.fa,77.56,3.85,2724505,3802
SRR14932651_bin.1.fa,66.19,1.49,3522059,5169
SRR14932651_bin.10.fa,66.27,2.63,1800284,3650
SRR14932651_bin.11.fa,71.48,0.07,4694109,2451
SRR14932651_bin.15.fa,88.38,2.95,3349464,6516
SRR14932651_bin.16.fa,88.45,2.79,2293958,8377
SRR14932651_bin.17.fa,60.66,1.15,2357139,10016
SRR14932651_bin.2.fa,83.05,4.85,3075875,5160
SRR14932651_bin.21.fa,87.08,4.89,3489932,2576
SRR14932651_bin.22.fa,78.7,1.58,2963479,11482
SRR14932651_bin.24.fa,72.45,2.28,3118598,4612
SRR14932651_bin.26.fa,69.94,3.69,2301488,3518
SRR14932651_bin.27.fa,73.79,3.95,3075260,4825
SRR14932651_bin.29.fa,67.0,0.99,896922,10493
SRR14932651_bin.3.fa,67.56,2.15,2791707,3670
SRR14932651_bin.30.fa,79.3,2.83,4892737,3628
SRR14932651_bin.31.fa,94.06,1.73,3889602,24584
SRR14932651_bin.33.fa,65.63,1.72,2837098,5108
SRR14932651_bin.34.fa,75.04,2.42,3031668,8683
SRR14932651_bin.38.fa,50.85,0.0,2211895,3093
SRR14932651_bin.39.fa,56.11,1.12,437747,2306
SRR14932651_bin.4.fa,65.02,1.23,2870930,6184
SRR14932651_bin.42.fa,59.4,1.59,2061800,2024
SRR14932651_bin.43.fa,59.04,1.81,2669074,2291
SRR14932651_bin.8.fa,94.88,1.24,3300577,13360
SRR14932651_bin.9.fa,65.67,1.22,2308088,6122
SRR14932652_bin.1.fa,94.87,1.71,4116985,46611
SRR14932652_bin.10.fa,53.1,0.0,2241522,2936
SRR14932652_bin.11.fa,72.37,2.56,2418668,5884
SRR14932652_bin.12.fa,69.89,2.71,3218992,5349
SRR14932652_bin.14.fa,92.72,0.49,2841305,23547
SRR14932652_bin.16.fa,75.3,0.74,2720670,3128
SRR14932652_bin.17.fa,98.02,1.49,3111501,45696
SRR14932652_bin.18.fa,77.53,4.55,3101043,6649
SRR14932652_bin.19.fa,62.93,0.86,3095295,12492
SRR14932652_bin.2.fa,64.71,0.6,1960962,2189
SRR14932652_bin.21.fa,70.97,1.03,3110417,3924
SRR14932652_bin.22.fa,79.64,2.68,2534773,4429
SRR14932652_bin.24.fa,94.64,1.43,3466418,13531
SRR14932652_bin.25.fa,77.01,3.37,2196678,4078
SRR14932652_bin.26.fa,71.27,2.82,2390530,5125
SRR14932652_bin.28.fa,88.99,4.12,3049830,7418
SRR14932652_bin.29.fa,74.6,4.13,2624992,3541
SRR14932652_bin.30.fa,82.02,1.58,2505537,5588
SRR14932652_bin.31.fa,57.4,0.69,733318,5720
SRR14932652_bin.32.fa,67.66,2.48,815085,21398
SRR14932652_bin.33.fa,80.6,3.82,3643177,5165
SRR14932652_bin.34.fa,61.4,0.0,2935580,2168
SRR14932652_bin.5.fa,71.78,2.36,2394364,2690
SRR14932652_bin.7.fa,82.74,2.91,3852100,6869
SRR14932652_bin.8.fa,70.74,2.71,2175618,6510
SRR14932652_bin.9.fa,79.2,2.62,3878146,3378
SRR14932655_bin.10.fa,84.88,2.56,3546712,5501
SRR14932655_bin.12.fa,90.94,2.66,3199437,9467
SRR14932655_bin.13.fa,88.43,2.25,3093669,10705
SRR14932655_bin.14.fa,77.2,0.49,2392839,4601
SRR14932655_bin.15.fa,67.16,0.0,580173,5586
SRR14932655_bin.17.fa,94.07,1.71,2483567,16946
SRR14932655_bin.18.fa,87.21,0.73,2650487,13597
SRR14932655_bin.19.fa,61.65,1.23,1100187,6373
SRR14932655_bin.2.fa,86.84,4.61,3455020,7349
SRR14932655_bin.21.fa,63.91,0.0,3277291,2782
SRR14932655_bin.22.fa,75.87,1.84,2746038,3150
SRR14932655_bin.23.fa,96.93,1.68,3560195,51887
SRR14932655_bin.24.fa,91.65,0.88,3023451,15507
SRR14932655_bin.25.fa,60.74,1.62,2329501,4296
SRR14932655_bin.28.fa,72.93,2.22,2576929,5349
SRR14932655_bin.3.fa,93.51,3.4,2712290,9924
SRR14932655_bin.30.fa,92.95,3.2,3989296,7530
SRR14932655_bin.33.fa,71.34,3.12,2677618,3660
SRR14932655_bin.34.fa,58.64,0.07,710428,5264
SRR14932655_bin.6.fa,71.03,3.9,2860006,3329
SRR14932655_bin.7.fa,93.85,3.35,3913235,9704
SRR14932655_bin.9.fa,98.18,2.0,4391475,16376
SRR14932659_bin.1.fa,91.59,1.81,2849832,9397
SRR14932659_bin.10.fa,89.19,4.43,6276765,10778
SRR14932659_bin.11.fa,83.21,2.17,2516494,4656
SRR14932659_bin.12.fa,95.48,2.5,3043666,10875
SRR14932659_bin.13.fa,91.04,4.82,4440343,5403
SRR14932659_bin.16.fa,90.08,3.5,2307392,4384
SRR14932659_bin.18.fa,62.47,0.66,465869,2476
SRR14932659_bin.19.fa,88.35,2.5,3059772,6148
SRR14932659_bin.2.fa,61.34,2.06,2108467,3988
SRR14932659_bin.20.fa,96.86,1.18,3520372,19503
SRR14932659_bin.21.fa,54.67,0.24,641889,7884
SRR14932659_bin.22.fa,81.91,2.25,2108493,5434
SRR14932659_bin.23.fa,68.29,1.01,2332062,2598
SRR14932659_bin.24.fa,69.42,0.99,1000649,11380
SRR14932659_bin.26.fa,70.38,3.61,1779893,3443
SRR14932659_bin.27.fa,64.49,1.12,999873,4139
SRR14932659_bin.28.fa,78.3,3.25,2500028,5003
SRR14932659_bin.32.fa,51.72,0.0,2105117,2730
SRR14932659_bin.4.fa,56.83,1.05,2629242,2852
SRR14932659_bin.5.fa,86.73,2.46,2567047,4855
SRR14932659_bin.6.fa,77.61,1.98,2511541,6704
SRR14932659_bin.8.fa,68.9,3.01,2351455,3346
SRR14932659_bin.9.fa,92.23,6.04,3792420,7246
SRR14932660_bin.1.fa,82.27,2.64,3271999,5718
SRR14932660_bin.11.fa,78.62,1.21,2652804,2907
SRR14932660_bin.12.fa,82.63,2.35,3130542,6518
SRR14932660_bin.14.fa,88.53,4.32,2181380,5061
SRR14932660_bin.18.fa,63.07,2.37,2645459,3620
SRR14932660_bin.2.fa,92.18,0.84,3044168,9724
SRR14932660_bin.20.fa,80.08,0.68,2154878,5021
SRR14932660_bin.21.fa,76.32,0.63,2274781,6032
SRR14932660_bin.22.fa,51.75,0.0,797941,6508
SRR14932660_bin.4.fa,87.78,1.24,2594587,9469
SRR14932660_bin.5.fa,85.42,1.35,2675615,7270
SRR14932660_bin.6.fa,86.43,2.36,3858711,4990
SRR14932660_bin.7.fa,88.13,2.43,3754495,7552
SRR14932660_bin.8.fa,81.76,3.37,3524298,6897
SRR14932660_bin.9.fa,81.08,5.41,5837961,9412
SRR14932661_bin.1.fa,92.46,2.53,4136687,16367
SRR14932661_bin.10.fa,87.33,1.92,2576960,8038
SRR14932661_bin.11.fa,72.63,2.53,2897053,4486
SRR14932661_bin.12.fa,57.93,0.0,2424168,8345
SRR14932661_bin.13.fa,86.89,0.99,4104790,12396
SRR14932661_bin.15.fa,98.1,1.19,3725257,35908
SRR14932661_bin.16.fa,71.94,2.23,3017248,2713
SRR14932661_bin.17.fa,89.56,1.11,2845590,7225
SRR14932661_bin.18.fa,56.22,0.91,3218443,2437
SRR14932661_bin.19.fa,90.65,2.92,3030372,15770
SRR14932661_bin.20.fa,65.27,2.65,2208975,3047
SRR14932661_bin.21.fa,66.06,2.06,2583750,3805
SRR14932661_bin.23.fa,82.7,3.49,3847181,5169
SRR14932661_bin.24.fa,70.6,3.56,3207775,7326
SRR14932661_bin.26.fa,77.99,4.45,2469335,7139
SRR14932661_bin.27.fa,66.7,1.95,3239679,3239
SRR14932661_bin.28.fa,68.05,2.56,3490430,3571
SRR14932661_bin.3.fa,64.72,1.37,4668301,3225
SRR14932661_bin.4.fa,61.51,1.81,2384895,2120
SRR14932661_bin.6.fa,92.24,2.83,2351787,6190
SRR14932661_bin.7.fa,63.74,2.28,2099327,3222
SRR14932661_bin.8.fa,77.06,2.14,2616725,5705
SRR14932661_bin.9.fa,83.51,0.25,3418128,5139
SRR14932662_bin.1.fa,98.9,0.59,2794280,46466
SRR14932662_bin.11.fa,85.74,5.5,3149106,2653
SRR14932662_bin.12.fa,67.99,1.98,911382,28223
SRR14932662_bin.13.fa,98.77,0.49,3339327,37689
SRR14932662_bin.14.fa,76.88,2.88,2615956,2774
SRR14932662_bin.15.fa,70.28,1.35,1039730,2831
SRR14932662_bin.16.fa,69.8,0.0,718519,15391
SRR14932662_bin.17.fa,90.03,1.82,1942611,10573
SRR14932662_bin.19.fa,71.11,0.0,1127561,76530
SRR14932662_bin.2.fa,71.78,0.5,900771,38106
SRR14932662_bin.20.fa,79.98,3.85,3072050,4217
SRR14932662_bin.22.fa,73.01,1.84,5254216,3179
SRR14932662_bin.23.fa,55.97,0.99,519332,4356
SRR14932662_bin.26.fa,67.98,0.0,2928243,5093
SRR14932662_bin.3.fa,57.07,0.0,2255160,1747
SRR14932662_bin.6.fa,93.48,4.46,2941833,7296
SRR14932662_bin.8.fa,75.52,5.06,3134574,7187
SRR14932662_bin.9.fa,65.09,1.01,1007923,6678
SRR14932663_bin.1.fa,61.2,1.87,3110859,4771
SRR14932663_bin.10.fa,85.34,1.05,1174673,4896
SRR14932663_bin.11.fa,84.19,5.26,3288695,3965
SRR14932663_bin.14.fa,98.54,0.0,3313725,40831
SRR14932663_bin.15.fa,59.65,0.09,1193624,8266
SRR14932663_bin.16.fa,80.21,3.11,2921330,2672
SRR14932663_bin.17.fa,74.75,0.99,799613,26353
SRR14932663_bin.2.fa,67.99,3.14,848580,37668
SRR14932663_bin.20.fa,93.81,2.29,2994573,6264
SRR14932663_bin.21.fa,99.48,0.49,2820744,47965
SRR14932663_bin.23.fa,73.61,0.0,994816,54101
SRR14932663_bin.27.fa,69.99,0.0,1137443,113504
SRR14932663_bin.3.fa,56.59,1.07,475010,4824
SRR14932663_bin.5.fa,87.67,1.35,1929714,13307
SRR14932663_bin.6.fa,69.32,0.99,955722,8688
SRR14932663_bin.8.fa,58.09,0.31,1036003,4272
SRR14932663_bin.9.fa,79.39,3.64,2991165,4632
SRR14932664_bin.10.fa,84.84,2.15,3680677,6017
SRR14932664_bin.12.fa,67.0,0.99,913895,11623
SRR14932664_bin.13.fa,86.18,1.02,3496471,6098
SRR14932664_bin.14.fa,62.86,1.3,1540660,2109
SRR14932664_bin.15.fa,55.06,1.01,665184,6665
SRR14932664_bin.16.fa,70.3,0.0,1024729,45338
SRR14932664_bin.17.fa,94.08,1.27,3707791,10666
SRR14932664_bin.19.fa,67.41,1.76,2082200,3517
SRR14932664_bin.23.fa,69.81,0.71,2574036,3747
SRR14932664_bin.25.fa,84.5,2.97,3418512,4129
SRR14932664_bin.26.fa,94.72,1.71,3740513,14629
SRR14932664_bin.27.fa,67.69,2.97,2388068,4345
SRR14932664_bin.28.fa,69.6,0.2,952344,14635
SRR14932664_bin.29.fa,85.61,5.06,3630941,9262
SRR14932664_bin.3.fa,81.59,2.0,3064334,8402
SRR14932664_bin.30.fa,72.01,2.74,2678886,3907
SRR14932664_bin.31.fa,91.72,0.76,3926176,15767
SRR14932664_bin.33.fa,70.38,1.83,2687194,2974
SRR14932664_bin.34.fa,86.44,3.82,3734552,6697
SRR14932664_bin.36.fa,52.51,0.0,2298559,2109
SRR14932664_bin.4.fa,84.2,2.57,2980468,2875
SRR14932664_bin.5.fa,74.28,3.3,2719447,4048
SRR14932664_bin.6.fa,97.25,2.2,2088709,9665
SRR14932664_bin.7.fa,56.85,1.08,1944720,2597
SRR14932664_bin.8.fa,62.24,2.14,2770384,2185
SRR14932664_bin.9.fa,74.88,1.15,2998441,4657
SRR14932665_bin.1.fa,85.32,0.65,2420601,37084
SRR14932665_bin.10.fa,79.46,3.18,3326877,5207
SRR14932665_bin.11.fa,67.49,1.98,841801,16247
SRR14932665_bin.12.fa,97.13,2.95,2697027,24618
SRR14932665_bin.14.fa,89.94,2.57,2866508,18051
SRR14932665_bin.16.fa,75.99,0.0,557429,17459
SRR14932665_bin.17.fa,76.1,3.96,2315566,4614
SRR14932665_bin.18.fa,97.52,1.73,3889531,28976
SRR14932665_bin.2.fa,81.1,0.99,1167070,19131
SRR14932665_bin.20.fa,95.54,6.03,3599329,6161
SRR14932665_bin.21.fa,90.03,1.69,1560696,21510
SRR14932665_bin.22.fa,89.44,2.22,1642291,11180
SRR14932665_bin.23.fa,67.19,0.0,947985,3970
SRR14932665_bin.24.fa,74.03,1.84,2974091,5500
SRR14932665_bin.25.fa,77.59,0.0,2734767,14753
SRR14932665_bin.26.fa,90.43,2.97,3259871,4064
SRR14932665_bin.27.fa,93.79,6.87,2893327,10459
SRR14932665_bin.28.fa,85.65,2.14,3091074,10755
SRR14932665_bin.29.fa,88.04,3.96,2983362,5139
SRR14932665_bin.3.fa,71.7,0.0,2509053,7705
SRR14932665_bin.31.fa,83.06,1.29,1677560,29497
SRR14932665_bin.32.fa,83.63,2.6,3344463,5697
SRR14932665_bin.33.fa,97.05,1.67,3440256,20208
SRR14932665_bin.34.fa,94.57,2.23,2445566,33079
SRR14932665_bin.35.fa,92.86,0.89,2857352,18801
SRR14932665_bin.37.fa,81.15,1.68,2067401,6725
SRR14932665_bin.38.fa,87.07,3.67,2421549,5230
SRR14932665_bin.39.fa,82.18,3.53,2532682,11519
SRR14932665_bin.40.fa,90.52,3.41,3357423,8826
SRR14932665_bin.43.fa,89.43,2.05,2399676,36369
SRR14932665_bin.45.fa,96.74,0.99,3837900,16276
SRR14932665_bin.46.fa,54.47,0.86,6992399,2163
SRR14932665_bin.47.fa,67.65,2.7,2366577,9845
SRR14932665_bin.49.fa,98.45,0.08,2679500,67377
SRR14932665_bin.5.fa,60.5,0.0,833696,13892
SRR14932665_bin.51.fa,97.65,0.0,5816234,31953
SRR14932665_bin.52.fa,80.2,1.48,3017543,5299
SRR14932665_bin.53.fa,59.65,0.43,619887,25479
SRR14932665_bin.54.fa,94.55,4.09,6734680,9879
SRR14932665_bin.55.fa,87.29,5.24,5546204,11460
SRR14932665_bin.56.fa,76.83,2.89,2917706,6118
SRR14932665_bin.57.fa,54.49,0.86,1756312,3755
SRR14932665_bin.58.fa,85.85,1.18,2615495,5462
SRR14932665_bin.59.fa,77.06,0.27,2882762,4126
SRR14932665_bin.61.fa,61.7,1.01,850789,15303
SRR14932665_bin.62.fa,90.9,2.89,3355750,9043
SRR14932665_bin.63.fa,91.46,4.88,2252356,14067
SRR14932665_bin.64.fa,91.23,5.1,2806740,9450
SRR14932665_bin.65.fa,79.52,0.76,3023624,6467
SRR14932665_bin.66.fa,89.5,1.17,2864021,7673
SRR14932665_bin.68.fa,97.52,0.99,4171997,35125
SRR14932665_bin.69.fa,78.63,2.95,2721519,3297
SRR14932665_bin.7.fa,87.94,5.84,3104079,6037
SRR14932665_bin.70.fa,59.11,0.0,3596658,5817
SRR14932665_bin.71.fa,78.28,1.26,4283019,3817
SRR14932665_bin.72.fa,85.26,2.93,2286645,4246
SRR14932665_bin.73.fa,89.41,3.12,3137223,9170
SRR14932665_bin.75.fa,79.98,3.19,3409628,17609
SRR14932665_bin.76.fa,59.23,1.82,2991973,3076
SRR14932665_bin.9.fa,83.55,2.01,3977752,12422
SRR14932666_bin.1.fa,92.11,5.85,2774834,8906
SRR14932666_bin.10.fa,93.44,2.39,4023756,9377
SRR14932666_bin.11.fa,82.66,3.09,2412764,6204
SRR14932666_bin.12.fa,88.37,2.56,4777168,8999
SRR14932666_bin.13.fa,91.21,5.24,3389257,11675
SRR14932666_bin.14.fa,80.76,2.78,2535972,4206
SRR14932666_bin.15.fa,76.06,0.9,2761499,4791
SRR14932666_bin.16.fa,67.21,2.46,2843831,3509
SRR14932666_bin.17.fa,69.63,3.11,1803845,2653
SRR14932666_bin.19.fa,95.68,3.89,3989097,24856
SRR14932666_bin.2.fa,96.99,1.4,3858976,16570
SRR14932666_bin.20.fa,94.86,1.12,3427199,24563
SRR14932666_bin.22.fa,81.0,2.06,2428817,5567
SRR14932666_bin.23.fa,76.26,3.3,2727980,2313
SRR14932666_bin.24.fa,70.11,2.38,2397406,6452
